distinct_bib,subject,title,itemtype,deweyClass,out_bib
3619735,"Lesbians Fiction","Written in the stars a novel",acbk,,3619735
3619735,"Lesbians Fiction","Written in the stars a novel",pkbknh,,3619735
3620224,"Closeted gays Fiction","knockout queen",acbk,,3620224
3620224,"Gay fiction","knockout queen",acbk,,3620224
3620693,"Lesbians Fiction","Burning roses",acbk,,3620693
3622191,"Gay fiction","Swimming in the dark a novel",accd,,3622191
3622191,"Gay youth Poland Fiction","Swimming in the dark a novel",accd,,3622191
3622206,"Gay teenagers Juvenile fiction","AristÃƒÂ³teles y Dante descubren los secretos del universo",acbk,,3622206
3622206,"Homosexuality Juvenile fiction","AristÃƒÂ³teles y Dante descubren los secretos del universo",acbk,,3622206
3622213,"Lesbians Fiction","SÃƒÂ­ si es contigo",acbk,,3622213
3622515,"Transgender people Fiction","four profound weaves",acbk,,3622515
3622535,"Lesbian teenagers Juvenile fiction","Each of us a desert",acbk,,3622535
3622535,"Lesbians Fiction","Each of us a desert",acbk,,3622535
3622602,"Gay men Biography","Filthy beasts a memoir",acbk,306.87092,3622602
3622619,"Gay fiction","prophets a novel",acbk,,3622619
3622619,"Gay fiction","prophets a novel",pkbknh,,3622619
3622619,"Gay men Black United States Fiction","prophets a novel",acbk,,3622619
3622619,"Gay men Black United States Fiction","prophets a novel",pkbknh,,3622619
3623277,"Lesbians Fiction","Plain bad heroines a novel",acbk,,3623277
3623285,"Lesbians Middle West Biography","Tomboyland essays",acbk,306.7663,3623285
3623298,"Gay teenagers Fiction","Fence striking distance an original novel",acbk,,3623298
3623298,"Gays Fiction","Fence striking distance an original novel",acbk,,3623298
3623303,"Lesbian fiction",Ruinsong,acbk,,3623303
3623303,"Lesbians Fiction",Ruinsong,acbk,,3623303
3623303,"Lesbians Juvenile fiction",Ruinsong,acbk,,3623303
3623310,"Gay teenagers Fiction","Be dazzled",acbk,,3623310
3623310,"Gays Fiction","Be dazzled",acbk,,3623310
3623313,"Gay teenagers Juvenile fiction","Game changer",acbk,,3623313
3624346,"Gay rights United States History","deviants war the homosexual vs the United States of America",acbk,306.76609,3624346
3624346,"Gays Legal status laws etc United States","deviants war the homosexual vs the United States of America",acbk,306.76609,3624346
3624346,"Gays United States Biography","deviants war the homosexual vs the United States of America",acbk,306.76609,3624346
3625064,"Lesbian couples Fiction","Polar vortex",acbk,,3625064
3625064,"Lesbian fiction","Polar vortex",acbk,,3625064
3625064,"Lesbians Fiction","Polar vortex",acbk,,3625064
3625656,"Gay fiction","These violent delights a novel",acbk,,3625656
3625656,"Gay men Fiction","These violent delights a novel",acbk,,3625656
3626669,"Lesbian fiction","Hairpin curves",acbk,,3626669
3626669,"Lesbians Fiction","Hairpin curves",acbk,,3626669
3627588,"Lesbian actresses United States Biography","Lady Romeo the radical and revolutionary life of Charlotte Cushman Americas first celebrity",acbk,792.02809,3627588
3627608,"Transgender children","Found in transition a mothers evolution during her childs gender change",acbk,306.8743,3627608
3627710,"Bisexuality Juvenile fiction","Wayward witch",acbk,,3627710
3628413,"Gays Juvenile fiction","As far as youll take me",acbk,,3628413
3628429,"Lesbian bars Juvenile fiction","Last night at the Telegraph Club",acbk,,3628429
3628429,"Lesbians Juvenile fiction","Last night at the Telegraph Club",acbk,,3628429
3628489,"Gay men Fiction","Skyland a diary",acbk,,3628489
3628497,"Gay fiction","Just like that",acbk,,3628497
3628497,"Gay men Fiction","Just like that",acbk,,3628497
3628497,"Gay teachers Fiction","Just like that",acbk,,3628497
3628527,"Gay men Fiction","Fire on the island a romantic thriller",acbk,,3628527
3628781,"Gay fiction","Honey girl",acbk,,3628781
3628781,"Lesbians Fiction","Honey girl",acbk,,3628781
3628826,"Lesbian fiction","They say Sarah",acbk,,3628826
3628826,"Lesbians Fiction","They say Sarah",acbk,,3628826
3628828,"Gay fiction",Wolf,acbk,,3628828
3628886,"Gay bars California Los Angeles History 20th century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Gay bars California Los Angeles History 21st century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Gay bars California San Francisco History 20th century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Gay bars California San Francisco History 21st century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Gay bars England London History 20th century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Gay bars England London History 21st century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Homosexuality California Los Angeles History 20th century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Homosexuality California Los Angeles History 21st century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Homosexuality California San Francisco History 20th century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Homosexuality California San Francisco History 21st century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Homosexuality England London History 20th century","Gay bar why we went out",acbk,306.766,3628886
3628886,"Homosexuality England London History 21st century","Gay bar why we went out",acbk,306.766,3628886
3629081,"Lesbian teenagers Fiction","good girls",acbk,,3629081
3629088,"Transgender people Fiction","Sasha Masha",acbk,,3629088
3629088,"Transgender people Juvenile fiction","Sasha Masha",acbk,,3629088
3629160,"Gay men United States Biography","Hola Papi how to come out in a Walmart parking lot and other life lessons",accd,305.38966,3629160
3629510,"Gay men Oklahoma Biography","Hola Papi how to come out in a Walmart parking lot and other life lessons",acbk,306.7662,3629510
3629510,"Gay men United States Biography","Hola Papi how to come out in a Walmart parking lot and other life lessons",acbk,306.7662,3629510
3629657,"African American gay men","Black boy out of time a memoir",acbk,306.7662,3629657
3629657,"African American gay men Biography","Black boy out of time a memoir",acbk,306.7662,3629657
3629657,"Gays Identity","Black boy out of time a memoir",acbk,306.7662,3629657
3629682,"Gay artists France Biography","Art is a tyrant the unconventional life of Rosa Bonheur",acbk,759.4,3629682
3629733,"Gay fiction","ocean without a shore a novel",acbk,,3629733
3629733,"Gay men Fiction","ocean without a shore a novel",acbk,,3629733
3629740,"Lesbians Fiction","Coyote blues",acbk,,3629740
3629762,"Lesbians Fiction",Olivia,acbk,,3629762
3629891,"Gay comics","If I could reach you 5",acbk,741.5952,3629891
3629891,"Lesbian teenagers Comic books strips etc","If I could reach you 5",acbk,741.5952,3629891
3629936,"Children of gay parents Comic books strips etc","Nubia Real one",acbk,741.5973,3629936
3629943,"Gays Identity","queer advantage conversations with LGBTQ leaders on the power of identity",acbk,306.76,3629943
3629943,"Gays Interviews","queer advantage conversations with LGBTQ leaders on the power of identity",acbk,306.76,3629943
3629979,"Lesbians Fiction","Vagablonde a novel",acbk,,3629979
3629985,"Lesbian fiction","last days of Autumn",acbk,,3629985
3629985,"Lesbians Fiction","last days of Autumn",acbk,,3629985
3630363,"Lesbians Fiction","tree and the vine",acbk,,3630363
3630366,"African American gay men Fiction","Of mice and minestrone Hap and Leonard the early years",acbk,,3630366
3630392,"Lesbians United States Biography","Devils lusts and strange desires the life of Patricia Highsmith",acbk,,3630392
3630951,"Gay fiction","Honey girl a novel",accd,,3630951
3630951,"Lesbians Fiction","Honey girl a novel",accd,,3630951
3630955,"Lesbian fiction","Milk fed a novel",accd,,3630955
3630955,"Lesbians Fiction","Milk fed a novel",accd,,3630955
3631402,"Gay men Fiction","sweet taste of muscadines a novel",acbk,,3631402
3631670,"Gay fiction","Hideaway Inn",acbk,,3631670
3631670,"Gay men Pennsylvania New Hope Fiction","Hideaway Inn",acbk,,3631670
3631671,"Lesbians Fiction","girl next door",acbk,,3631671
3631687,"Gay men United States Biography","Films of endearment a mother a son and the 80s films that defined us",acbk,791.43019,3631687
3631704,"Gay artists California Los Angeles Interviews","We are here visionaries of color transforming the art world",acbk,704.03009,3631704
3631704,"Gay artists New York State New York Interviews","We are here visionaries of color transforming the art world",acbk,704.03009,3631704
3631704,"Transgender artists Interviews","We are here visionaries of color transforming the art world",acbk,704.03009,3631704
3631737,"Gay actors United States Anecdotes","How yall doing misadventures and mischief from a life well lived",acbk,,3631737
3631739,"Lesbians United States Biography","Leaving isnt the hardest thing essays",acbk,814.6,3631739
3636536,"Genderqueer comics","Girl haven",jcbk,,3636536
3636591,"Bisexual women Fiction","Starling days",acbk,,3636591
3636617,"Transgender children Juvenile literature","Born ready the true story of a boy named Penelope",jcbk,306.76809,3636617
3636617,"Transgender people Juvenile literature","Born ready the true story of a boy named Penelope",jcbk,306.76809,3636617
3636732,"African American gay men Biography","Punch me up to the gods",acbk,306.7662,3636732
3636764,"Lesbian comics","tropical fish yearns for snow 6",acbk,741.5952,3636764
3636764,"Lesbian comics","tropical fish yearns for snow Vol 6",acbk,741.5952,3636764
3637259,"Gay couples Fiction",Memorial,acbk,,3637259
3637482,"Lesbians Drama",Ammonite,acdvd,,3637482
3637517,"Transgender people Family relationships","Markie in Milwaukee",acdvd,306.76809,3637517
3637517,"Transgender people Identity","Markie in Milwaukee",acdvd,306.76809,3637517
3637760,"Lesbian fiction","real thing",acbk,,3637760
3637760,"Lesbians Fiction","real thing",acbk,,3637760
3637843,"Gay fiction","I will be okay a novel",acbk,,3637843
3637843,"Gay teenagers Juvenile fiction","I will be okay a novel",acbk,,3637843
3637843,"Young gay men Juvenile fiction","I will be okay a novel",acbk,,3637843
3637851,"Bisexuality Fiction","Storm the earth the shatter the sky duology",acbk,,3637851
3637851,"Bisexuality Juvenile fiction","Storm the earth the shatter the sky duology",acbk,,3637851
3637851,"Lesbian teenagers Juvenile fiction","Storm the earth the shatter the sky duology",acbk,,3637851
3637854,"Bisexual teenagers Juvenile fiction","We three",acbk,,3637854
3637854,"Bisexuality Juvenile fiction","We three",acbk,,3637854
3637855,"Transgender people Juvenile fiction","What makes you beautiful",acbk,,3637855
3637856,"Bisexual teenagers Juvenile fiction","You dont live here",acbk,,3637856
3638831,"Minority transgender women United States Biography Juvenile literature","Sylvia and Marsha start a revolution the story of the trans women of color who made LGBTQ history",jcbk,306.768,3638831
3638831,"Transgender women United States Biography Juvenile literature","Sylvia and Marsha start a revolution the story of the trans women of color who made LGBTQ history",jcbk,306.768,3638831
3639063,"Gay comics","Given Volume 4",acbk,741.5952,3639063
3639063,"Gay men Japan Comic books strips etc","Given Volume 4",acbk,741.5952,3639063
3639074,"Lesbian comics","tropical fish yearns for snow Vol 5",acbk,741.5952,3639074
3639085,"Gay athletes Comic books strips etc","Kill a man",acbk,741.5973,3639085
3639143,"Lesbian fiction","Juliet respira profundo",acbk,863,3639143
3639143,"Lesbians Juvenile fiction","Juliet respira profundo",acbk,863,3639143
3639157,"Lesbian fiction","Amora stories",acbk,,3639157
3639198,"Gay men United States Biography","All the young men a memoir of love AIDS and chosen family in the American South",acbk,362.19697,3639198
3639217,"Transgender fiction","country for dying a novel",acbk,,3639217
3639644,"Gay men Iraq Biography","Im in Seattle where are you a memoir",acbk,892.787,3639644
3639653,"Gay fathers","Three dads and a baby adventures in modern parenting",acbk,306.87408,3639653
3639653,"Gay parents","Three dads and a baby adventures in modern parenting",acbk,306.87408,3639653
3639821,"Lesbian mothers Juvenile fiction","Abby tried and true",jcbk,,3639821
3639851,"Lesbians Fiction","price of Cash",acbk,,3639851
3639883,"Lesbians Fiction","Cash Braddock",acbk,,3639883
3640005,"Closeted gays Fiction","piano student",acbk,,3640005
3640005,"Gay fiction","piano student",acbk,,3640005
3640005,"Gay men Fiction","piano student",acbk,,3640005
3640010,"Lesbian fiction","adventures of China Iron",acbk,,3640010
3640010,"Lesbians Fiction","adventures of China Iron",acbk,,3640010
3640545,"Christian transgender people Family relationships","As a woman what I learned about power sex and the patriarchy after I transitioned",acbk,306.768,3640545
3640571,"Lesbians Fiction","Milk fed a novel",acbk,,3640571
3640678,"Lesbian fiction","Fireheart tiger",acbk,,3640678
3640678,"Lesbians Fiction","Fireheart tiger",acbk,,3640678
3640683,"Lesbian fiction","U up",acbk,,3640683
3640683,"Lesbians Fiction","U up",acbk,,3640683
3641132,"Bisexual women Fiction","Its been a pleasure Noni Blake",acbk,,3641132
3641209,"Gay fiction","Lone stars",acbk,,3641209
3641209,"Gay men Fiction","Lone stars",acbk,,3641209
3641213,"Gay men Fiction","100 boyfriends",acbk,,3641213
3641413,"Gays Fiction","Winters orbit",acbk,,3641413
3641430,"Transgender people Fiction","Detransition baby a novel",acbk,,3641430
3641430,"Transgender women Fiction","Detransition baby a novel",acbk,,3641430
3641684,"Gay fiction",Peaces,acbk,,3641684
3641684,"Gay men Fiction",Peaces,acbk,,3641684
3641769,"Gay couples Legal status laws etc United States Popular works","legal guide for lesbian and gay couples",acbk,346.73016,3641769
3641769,"Lesbian couples Legal status laws etc United States Popular works","legal guide for lesbian and gay couples",acbk,346.73016,3641769
3641842,"Gay culture Fiction","Lets get back to the party",acbk,,3641842
3641842,"Gay fiction","Lets get back to the party",acbk,,3641842
3641842,"Gay men Fiction","Lets get back to the party",acbk,,3641842
3641845,"Transgender men Family relationships","Irreversible damage the transgender craze seducing our daughters",acbk,306.768,3641845
3641845,"Transgender people Identity","Irreversible damage the transgender craze seducing our daughters",acbk,306.768,3641845
3641871,"Lesbians Fiction","We play ourselves a novel",acbk,,3641871
3642031,"Lesbians Juvenile fiction","deepest breath",jcbk,,3642031
3642052,"Queer comics","What you dont know a story of liberated childhood",jcbk,,3642052
